name,title,quote,date,context
Robert Nairac ,British Army intelligence officer,"Bless me, Father, for I have sinned.",15 May 1977,"abducted and shot to death by the Provisional Irish Republican Army. His last words were addressed to one of his abductors, who posed as a priest in an attempt to gain information through Nairac's confession"
Vladimir Nabokov,Russian-American author and entomologist,A certain butterfly is already on the wing.,2 July 1977,; he had a keen interest in butterflies
Francis Gary Powers,American pilot,TV four just lost -,1 August 1977,last radio transmission before a helicopter crash killed him and cameraman George Spears
Elvis Presley,American musician,I'm going to the bathroom to read.,16 August 1977,shortly before being found dead on the bathroom floor
Groucho Marx,American actor and comedian,This is no way to live!,19 August 1977,
MacKinlay Kantor,American author,Horrible. Horrible!,11 October 1977,"to his grandson, Tom Shroder"
Bing Crosby,American singer and actor,"That was a great game of golf, fellas. Let's go have a Coca-Cola.",14 October 1977,moments before collapsing and dying of a heart attack
Charlie Chaplin,English actor and filmmaker,"Why not? After all, it belongs to him.",25 December 1977,"to a priest who had said, ""May the Lord have mercy on your soul"""
Terry Kath,American lead singer and guitarist for Chicago,What do you think I'm gonna do? Blow my brains out?,23 January 1978,before accidentally shooting himself
Eddie Aikau,American lifeguard and surfer,"Don't worry, I can do it. I can get to land.",17 March 1978,leaving voyaging canoe Hōkūleʻa after it began leaking to paddle to shore for help. The rest of the canoe's crew were rescued
Keith Moon,English drummer for the rock band the Who,"If you don't like it, you can fuck off!",7 September 1978,to his girlfriend Annette Walter-Lax
Captain James McFeron,pilot of Pacific Southwest Airlines Flight 182,"This is it, baby! Brace yourself.",25 September 1978,as the Boeing 727 crashed after colliding with a Cessna 172 over San Diego
Frederick Valentich,Australian aviator,It is hovering and it's not an aircraft.,21 October 1978,last transmission before disappearing after possibly sighting a UFO
Tony Prangley,British commercial diver,All stop.,26 November 1978,"prior to anchor chain severing diving bell connections to MS Star Canopus, causing bell containing Prangley and fellow diver Michael Ward to plummet to the sea floor"
Conrad Hilton,American hotelier,Leave the shower curtain on the inside of the tub.,3 January 1979,on being asked if he had any final words of wisdom
Jack Soo,American actor,It must have been the coffee.,11 January 1979,"; speaking to Hal Linden while being wheeled into operating room, referring to the bad coffee Soo's character made on their sitcom Barney Miller"
Zulfikar Ali Bhutto,President and Prime Minister of Pakistan,"God help me [Allah madad], for I am innocent.",4 April 1979,prior to execution by hanging
Amir-Abbas Hoveyda,Prime Minister of Iran,It wasn't supposed to end like this.,7 April 1979,during execution after the Iranian Revolution
John Spenkelink,American convicted murderer,Capital punishment; them without the capital get the punishment.,25 May 1979,prior to execution by electrocution
first officer of American Airlines Flight 191 (25 May 1979); last word heard before CVR cut off.,,Damn!,25 May 1979,; last word heard before CVR cut off
John Wayne,American actor,Of course I know who you are. You're my girl. I love you.,11 June 1979,"to his daughter, Aissa Wayne, who had asked if he knew who she was"
Thurman Munson,American baseball player,Are you guys okay?,2 August 1979,"trapped in crashed plane, to his two passengers, who survived"
Louis Mountbatten,"1st Earl Mountbatten of Burma, British Royal Navy officer and statesman",Do you really think the IRA would think me a worthwhile target?,27 August 1979,prior to death in IRA bombing of his fishing boat
Park Chung Hee,3rd President of South Korea,"Yes, I am fine...",26 October 1979,"in response to Cha Ji Cheol and a woman next to him asking if he was all right after being shot by Kim Jae-gyu, prior to being fatally shot in the head"
Captain Charles Gilbert (31 October 1979),,"Oh, Jesus Christ!",31 October 1979,"pilot of Western Airlines Flight 2605, before the plane crashed into a hangar. His last words were captured on a black box.""May God have mercy on the assassins."" — Óscar Romero, Salvadoran Roman Catholic prelate (24 March 1980), assassinated while giving a sermon"
Jean-Paul Sartre,French philosopher and writer,"I love you very much, my dear Beaver.",15 April 1980,"to his partner, Simone de Beauvoir"
"(""Lorsque vous avez été pendant de nombreuses anées en montagne","vous pouvez finir par oublier que ce n'est pas un monde pour l'homme. Chaque jour, je dois me souvenir que ce n'est pas un monde pour l'homme. C'est la seule façon sûre de l'aborder. Sinon c'est comme quand un boxeur baisse sa garde, ça peut s'arrêter très vite."") — Nicolas Jaeger, French physician and alpinist","When you've been in the mountains for many years, you may forget that it's not a man's world. Every day I have to remember that this is not a world for man. This is the only sure way to approach it. Otherwise it's like when a boxer lets his guard down, it can stop very quickly.",27 April 1980,prior to disappearing on Lhotse Shar in Nepal
Alfred Hitchcock ,English filmmaker,"One never knows the ending. One has to die to know exactly what happens after death, although Catholics have their hopes.",29 April 1980,
David A. Johnston,American volcanologist,Vancouver! Vancouver! This is it!,18 May 1980,reporting the 1980 eruption of Mount St. Helens from observation post
Ian Curtis,English musician,"At this very moment, I wish I were dead. I just can’t cope anymore.",18 May 1980,written on a note before hanging himself
Tex Avery,American animator,"I don't know where animators go when they die, but I guess there must be a lot of them. They could probably use a good director though.",26 August 1980,"to an animator while watching a baseball game, according to Chuck Jones"
Darby Crash,American musician,"My life, my leather, my love goes to Bosco.",7 December 1980,"writing a note to his friend David ""Bosco"" Davenport while dying of a heroin overdose"
John Lennon,English musician,I'm shot! I'm shot!,8 December 1980,moments after being fatally shot
Ben Travers,English writer,This is where the real fun starts.,18 December 1980,
Steven Judy,American convicted murderer,I don't hold any grudges. This is my doing. Sorry it happened.,9 March 1981,prior to execution by electrocution
Bobby Sands,Provisional Irish Republican Army volunteer and British Member of Parliament,The day will dawn when all the people will have the desire for freedom ... And it's then that we'll see the rising of the moon.,5 May 1981,final diary entry during hunger strike
Bob Marley,Jamaican musician,Money can't buy life.,11 May 1981,
William Saroyan,American author,It's the most beautiful time in my life – and death.,18 May 1981,
Alfredo Rampi,Italian child,Mama!,13 June 1981,moments before he died after falling in a well
Frank McAteer,"La Plata County, Colorado sergeant","You know, it's people like you who put peace officers in hospitals or drive them to Pueblo.",4 July 1981,to suspect who resisted arrest; McAteer then collapsed from a heart attack
Natalie Wood,American actress,"Help me, someone please help me, I'm drowning.",29 November 1981,crying for help from drowning
John Belushi,American actor and comedian,Just don't leave me alone.,5 March 1982,before dying of drug overdose
Robert Armitage,", Royal Navy officer",I can't face it anymore.,26 May 1982,prior to shooting and slightly wounding his wife and then killing himself
Vincent Chin,Chinese-American draftsman,It's not fair.,19 June 1982,just after being beaten with a baseball bat by Chrysler plant supervisor Ronald Ebens. Chin died four days later at Henry Ford Hospital
Vic Morrow,American actor,I've got to be crazy to do this shot. I should've asked for a double.,23 July 1982,prior to being killed along with two child actors during filming in the Twilight Zone accident
Sobhuza II,"King of Swaziland, longest verifiably-reigning monarch in recorded history",I am going.,21 August 1982,to his minister of health after halting a meeting
Ingrid Bergman,Swedish actress,Do I look all right? Give me my brush and my makeup.,29 August 1982,on hearing she had a visitor
Lester Roloff,American fundamentalist Independent Baptist preacher and founder of teen homes,I believe this is going to be the greatest day of my life!,2 November 1982,prior to fatal plane crash
Captain William S. Todd (11 January 1983),,Running out of air.,11 January 1983,"pilot of United Airlines Flight 2885, just before the plane crashed after takeoff from Detroit Metropolitan Airport"
Hergé,Belgian cartoonist,I love you.,3 March 1983,
Ken Carter,Canadian stunt driver,"Everything is fine, I'm ready to go.",5 September 1983,prior to fatal pond jump in rocket-powered car
John Le Mesurier,English actor,It's all been rather lovely.,15 November 1983,
John Eldon Smith,American convicted murderer,"Well, the Lord is going to get another one.",15 December 1983,prior to execution by electrocution
"(""Tue-moi si tu veux mais arrête de m'emmerder"") — Paul Gégauff",French director,"Kill me if you want, but stop bothering me!",24 December 1983,before being killed by his Norwegian wife
Ronald Clark O'Bryan,American optician who killed his son with poisoned Halloween candy for life insurance money,"What is about to transpire in a few moments is wrong! However, we as human beings do make mistakes and errors. This execution is one of those wrongs yet doesn't mean our whole system of justice is wrong. Therefore, I would forgive all who have taken part in any way in my death. Also, to anyone I have offended in any way during my 39 years, I pray and ask your forgiveness, just as I forgive anyone who offended me in any way. And I pray and ask God's forgiveness for all of us respectively as human beings. To my loved ones, I extend my undying love. To those close to me, know in your hearts I love you one and all. God bless you all and may God's best blessings be always yours. Ronald C. O'Bryan. P.S. During my time here, I have been treated well by all T.D.C. personnel.",31 March 1984,prior to execution by lethal injection
Marvin Gaye,American singer,"Mother, I'm going to get my things and get out of this house. Father hates me and I'm never coming back.",1 April 1984,moments before being shot to death by his father
Tommy Cooper,Welsh magician and comedian,"Thank you, love.",15 April 1984,"to his assistant before collapsing due to a heart attack in front of a television audience of 12 million. The assistant smiled and the audience laughed, mistakenly believing it was part of the act"
Robert M. Bond,United States Air Force lieutenant general,"I've got to get out, I'm out of control.",26 April 1984,prior to failed ejection from Mikoyan-Gurevich MiG-23 jet fighter-bomber
Truman Capote,American author,Mama— Mama— Mama.,25 August 1984,He had been separated from his mother for several years during his childhood
Jon-Erik Hexum,American actor and model,Can you believe this crap?,18 October 1984,prior to dying by accidental self-inflicted blank cartridge gunshot to the head
Indira Gandhi,Indian politician and stateswoman,Namaste...,31 October 1984,prior to her assassination
Velma Barfield,American serial killer,"I know that everybody has gone through a lot of pain, all the families connected, and I am sorry, and I want to thank everybody who have been supporting me all these six years.",2 November 1984,right before her execution
Roosevelt Green,"Jr., American convicted murderer","I am about to die for a murder that I did not commit, that someone else committed ... I love the Lord and hope that God takes me into his kingdom, and goodbye, mother.",9 January 1985,prior to execution by electrocution
Karel Soucek,Czech-Canadian stuntman,I'm ready. It feels good. It's a go.,20 January 1985,prior to fatal barrel drop from ceiling of Houston Astrodome
James Beard,American chef and cookbook author,I can't anymore.,23 January 1985,no longer able to speak
"Rudolph Przydzial ""Rudy"" Price Jr. (2 August 1985)",,Shit!,2 August 1985,"First Officer of Delta Air Lines Flight 191, reacting to the first impact of the Lockheed L-1011-385-1 TriStar"
"(""ああ、おわった"") — Captain Masami Takahama (12 August 1985)",,It's... the end!,12 August 1985,"pilot of Japan Air Lines Flight 123, just before the Boeing 747 crashed into a mountain"
Art Scholl,American aerobatic pilot,"I have a problem, I have a real problem.",16 September 1985,after his plane entered a flat inverted spin during filming of Top Gun
Rock Hudson,American actor,"No, I don't believe so.",2 October 1985,when asked if he wanted a cup of coffee
Philip Larkin,English poet and novelist,I am going to the inevitable.,2 December 1985,to his nurse
Phil Lynott,"Irish singer, musician and songwriter","I'm bad, I'm nineteen.",4 January 1986,dying at age 36
Michael J. Smith,American astronaut,Uh oh.,28 January 1986,prior to the disintegration of Space Shuttle Challenger one minute and thirteen seconds after liftoff
Benny Goodman,American clarinetist,Don't worry. It's all right.,13 June 1986,"to his friend Carol Smith, who discovered him pale and slumped on his couch after suffering an apparent heart attack"
Jerome Bowden,American convicted murderer,"My name is Jerome Bowden, and I would just like to state that my execution is about to be carried out. And I would like to thank the people at this institution for taking such good care of me in the way that they did. And I hope that by my execution being carried out, that it may bring some light to this thing that is wrong. And I would like to have a final prayer with Chaplain Lizzel if that is possible. Thank you very much.",24 June 1986,prior to execution by electrocution
John William Rook,American convicted murderer,"Freedom. Freedom at last, man. It's been a real good one.",19 September 1986,prior to execution by lethal injection
Jerry Smith,American professional football player who was a tight end for the National Football League,"Every important thing a man searches for in his life, I found in Coach Lombardi. He made us men.",15 October 1986,dying of AIDS
Jane Dornacker,American rock musician and traffic reporter,Hit the water! Hit the water! Hit the water!,22 October 1986,prior to fatal crash of WNBC Radio helicopter into Hudson River
Cary Grant,English-American actor,I love you Barbara...don't worry.,29 November 1986,to his wife while being wheeled to intensive care following a stroke
Desi Arnaz,"Cuban-American bandleader, actor and film and television producer","I love you too, honey. Good luck with your show.",2 December 1986,"over the phone to his former wife, Lucille Ball ″I have nothing to say. (""저는 할 말이 없습니다"") — Park Jong-chul, student activist (14 January 1987), to the police of the Anti-communist Detached Office, who tortured him by water cure, to force him to confess the whereabouts of one of his fellow activists"
R. Budd Dwyer,American politician,"Don't, don't, don't, this will hurt someone!",22 January 1987,to the reporters who tried to stop him from shooting himself on live television
Buddy Rich,American jazz drummer and bandleader,"Yeah, country music.",2 April 1987,"to a nurse who asked him, ""Is there anything you can't take?"" He then died during surgery"
Andy Warhol,American pop artist,I sure hope Salvador is doing alright!,22 February 1987,when notified that Salvador Dalí had been suffering from a mental breakdown
"(""La vie m'est insupportable. Pardonnez moi"") — Dalida",Italian-French singer and actress,Life is unbearable for me. Forgive me,3 May 1987,; writing her suicide note
Edward Earl Johnson,American convicted murderer,I guess no one's going to call.,20 May 1987,prior to execution by gas chamber
Jimmy L. Glass,American convicted murderer,"Yeah, I think I'd rather be fishing.",12 June 1987,prior to execution by electrocution
Jackie Gleason,"American actor, comedian, writer, composer, and conductor",I always knew what I was doing.,24 June 1987,
James Baldwin,American author and activist,I'm bored.,1 December 1987,
Pete Maravich,American basketball player,I feel great.,5 January 1988,before dying of undiagnosed heart defect during pickup game
Heather O'Rourke,American child actress,I love you.,1 February 1988,"to her mother, shortly before dying of septic shock"
Richard Feynman,American theoretical physicist and raconteur,I'd hate to die twice. It's so boring.,15 February 1988,
Kenneth Williams,British actor and comedian,"Oh, what's the bloody point?",15 April 1988,the last words he wrote in his diary
Arthur Gary Bishop,American convicted sex offender and serial killer,I want to offer again my most profound and heartfelt apologies to my victims' families. I am truly sorry. I have tried my best to empathize with their grief and devastation and I hope they come to know of my concerns and prayers for them.,10 June 1988,prior to execution by lethal injection
John Carradine,American actor,"Oh, to die in Italy!",27 November 1988,"dying in Milan, Italy"
Oliver L. Austin,American ornithologist,I think I'll go now.,31 December 1988,"to his wife ″I believe that the image of walking through, these turbulent times live on people's hearts for a long time. (""激動の時代を踏まえた御姿は永く、人々の胸に生き続けると存じます。"") — Emperor Hirohito of Japan, (7 January 1989), a last message to Shoichi Fujimori, commissioner of Imperial Household Agency"
"(""Dónde está mi reloj?"") — Salvador Dalí",Spanish surrealist painter,Where is my clock?,23 January 1989,
Ted Bundy,American serial killer,Give my love to my family and friends.,24 January 1989,prior to execution by electrocution
"(""お願いです、働かせてください！"") — Osamu Tezuka",Japanese cartoonist,"I'm begging you, let me work!",9 February 1989,to a nurse who tried to take away his drawing equipment
Edward Abbey,"American author, essayist and environmental advocate",I did what I could.,14 March 1989,
Abbie Hoffman,American political and social activist,"It's too late. We can't win, they've gotten too powerful.",12 April 1989,in note written prior to phenobarbital overdose
Lucille Ball,"American actress, television producer and studio executive",My Florida water.,26 April 1989,when asked if she wanted anything
Aubrey Dennis Adams,"Jr., American convicted child murderer",I hope and pray that all the new and reopened wounds will be healed quickly after my passing. My death is the Lord's will and I am now with my Lord and Savior Jesus Christ in Heaven.,4 May 1989,prior to execution by electrocution
Gilda Radner,American actress and comedian,Help me out of here. I’ve got to get out of here.,20 May 1989,to her husband Gene Wilder before she went into a coma
Mel Blanc,American voice actor and radio personality,"I love you, Noel.",10 July 1989,spoken in the voice of Yosemite Sam to his son Noel
Laurence Olivier,English actor and director,"This isn't Hamlet, you know, it's not meant to go into the bloody ear.",11 July 1989,to a nurse when she spilled water on him while moistening his lips
Rebecca Schaeffer,American actress and model,Why? Why?,18 July 1989,after being shot at her apartment doorsteps by stalker Robert John Bardo
R. D. Laing (23 August 1989),,No bloody doctors.,23 August 1989,Scottish psychiatrist
Graham Chapman,"English comedian, writer, actor, and author",Sorry for saying fuck.,4 October 1989,to a nurse who stuck a needle in his arm
Bette Davis,American actress,I'm so tired.,6 October 1989,spoken to a nurse before she died
Marc Lépine,Canadian perpetrator of the École Polytechnique massacre,"Ah, shit.",6 December 1989,"in which he killed fourteen women, before fatally shooting himself"
(„Trăiască Republica Socialistă România,"independentă și liberă"".) — Nicolae Ceaușescu, Romanian communist politician, dictator and president of the Romanian Communist Party from 1965 to 1989","Long Live the Socialist Republic of Romania, independent and free.",25 December 1989,"executed by firing squad""I don't want to lay down."" — Hank Gathers, American basketball player (4 March 1990), after collapsing during game"
Jim Henson,American puppeteer,"See you later, I feel like I'm in good hands.",16 May 1990,to his ex-wife Jane
Leonard Bernstein,American composer and conductor,What is this?,14 October 1990,on receiving an injection
Roald Dahl,British author,"Ow, fuck!",23 November 1990,after a nurse pricked him with a needle
David Reay,captain of Ryan International Airlines Flight 590,"Okay air speed's alive. Engines are stabilized, power's set for departure. Fuel's even kind'a balanced. One hundred knots. V1. Rotate. V2. Plus ten. Positive rate. Watch out. Watch out. Watch out.",17 February 1991,just before plane crashed on takeoff from Cleveland Hopkins International Airport
Graham Greene,English novelist,Will it be an interesting experience? Will I find out what lies beyond the barrier? Why does it take so long to come?,3 April 1991,to his companion Yvonne Cloetta
Jerzy Kosiński,Polish-American novelist,I am going to put myself to sleep now for a bit longer than usual. Call it Eternity.,3 May 1991,in his suicide note
Rajiv Gandhi,former Prime Minister of India,Don't worry. Relax.,21 May 1991,spoken to a policewoman at his assassination
Harry Collinson,English planning officer,Can you get a shot of this gun?,20 June 1991,"asking for the cameraman to get a picture of Albert Dryden, who had brandished a revolver and shot him moments after"
Michael Landon,American actor,You're right. It's time. I love you all.,1 July 1991,when one of his sons said it was time to move on
Donald Henry Gaskins,American serial killer,I'll let my lawyers talk for me. I'm ready to go.,6 September 1991,prior to execution by electrocution
Dr. Seuss,"American children's author, political cartoonist, illustrator, poet, animator, and filmmaker",Yes. I'm not going to die tomorrow.,24 September 1991,
George Hennard,American mass murderer,"No, I'm going to kill more people.",16 October 1991,to first responders before committing suicide
"Captain Frank W. ""Billy"" Tyne Jr.",American captain of the F/V Andrea Gail,"She's comin' on, boys, and she's comin' on strong.",28 October 1991,final radio transmission to Captain Linda Greenlaw of the F/V Hannah Boden before his ship capsized during the 1991 Perfect Storm
G. W. Green,American convicted murderer,"Lock and load. Let's do it, man.",11 November 1991,echoing Gary Gilmore prior to execution by lethal injection
Freddie Mercury,British lead vocalist of Queen,Thank you.,24 November 1991,"to his assistant Peter Freestone, before he slipped into a coma and died shortly thereafter"
Johnny Frank Garrett,American convicted murderer,"I'd like to thank my family for loving me and taking care of me, and the rest of the world can kiss my ass.",11 February 1992,prior to execution by lethal injection
Edward Ellis,American convicted murderer,I just want everybody to know that I think the prosecutor and Bill Scott [a fellow inmate who testified against Ellis] are some sorry s.o.bs.,3 March 1992,"prior to execution by lethal injection (Declined to make a final statement, but signaled the executioner to get started.) — Donald Harding, American convicted murderer (6 April 1992). His asphyxiation in the gas chamber took 11 minutes before death was finally confirmed, and Harding spent his last moments cursing Arizona's state attorney general Grant Woods and giving him the middle finger"
Sam Kinison,American comic,"I don't want to die; I don't want to die. But why? Okay, okay, okay.",10 April 1992,spoken after a fatal car accident caused by a teen who had been drinking alcohol
Robert Alton Harris,American kidnapper and murderer,"You can be a king or a street sweeper, but everyone dances with the Grim Reaper.",21 April 1992,prior to execution by gas chamber
Roger Keith Coleman,American rapist and murderer,"An innocent man is going to be murdered tonight. When my innocence is proven, I hope America will realize the injustice of the death penalty as all other civilized countries have. My last words are to the woman I love. Love is eternal. My love for you will last forever. I love you, Sharon.",20 May 1992,"prior to execution by electrocution. In 2006, Coleman was found to be truly guilty due to DNA evidence"
Chris McCandless,American hiker,I HAVE HAD A HAPPY LIFE AND THANK THE LORD. GOODBYE AND MAY GOD BLESS ALL!,18 August 1992,final note written before dying of starvation
Chris Rouse,American scuba diver,I'm dying. Tell Sue I'm sorry and that I love her.,12 October 1992,dying from decompression sickness after wreck dive aboard German submarine U-869
Leonel Torres Herrera,American convicted police murderer,"I am innocent, innocent, innocent. Make no mistake about this. I owe society nothing. Continue the struggle for human rights, helping those who are innocent, especially Mr. Graham. I am an innocent man, and something very wrong is taking place tonight. May God bless you all. I am ready.",12 May 1993,prior to execution by lethal injection
River Phoenix,"American actor, musician, and activist","No paparazzi, I want anonymity.",31 October 1993,
Derek Jarman,"English film director, stage designer and author",I want the world to be filled with white fluffy duckies.,19 February 1994,
Kurt Cobain,American musician,"I don't have the passion anymore, and so remember, it's better to burn out than to fade away. Peace, love, empathy. Kurt Cobain. Frances and Courtney, I'll be at your altar. Please keep going Courtney, for Frances. For her life, which will be so much happier without me. I LOVE YOU, I LOVE YOU!",5 April 1994,closing his suicide note
Richard Nixon,president of the United States,Help.,22 April 1994,to a housekeeper while suffering a stroke
Ayrton Senna,Brazilian Formula One driver,The car seems OK ...,1 May 1994,prior to fatal crash at 1994 San Marino Grand Prix
John Wayne Gacy,American serial killer and sex offender,Kiss my ass.,10 May 1994,prior to execution by lethal injection
John Thanos,American murderer,Adios.,17 May 1994,prior to execution by lethal injection
Jacqueline Kennedy Onassis,former First Lady of the United States,Don't cry for me. I'm going to be with your father now.,19 May 1994,to her daughter Caroline and son John
Kevin Carter,South African photojournalist,"I'm really, really sorry. The pain of life overrides the joy to the point that joy does not exist... depressed... without phone... money for rent... money for child support... money for debts... money!!!... I am haunted by the vivid memories of killings & corpses & anger & pain... of starving or wounded children, of trigger-happy madmen, often police, of killer executioners... I have gone to join Ken if I am that lucky.",27 July 1994,"in his suicide note, before killing himself from carbon monoxide poisoning"
Sonja Davis,American stunt performer,Are you sure?,November 1994,calling down to stunt coordinator prior to fatal fall onto airbag on the set of Vampire in Brooklyn
"Eric ""Eazy-E"" Wright","American rapper who propelled West Coast rap and gangsta rap by leading the group N.W.A and its label, Ruthless Records","Now, I'm in the biggest fight of my life and it ain't easy. But I want to say much love to those who have been down with me and thanks for all your support. Just remember, It's your real time and your real life.",16 March 1995,written as part of his final message to his fans while dying of AIDS. He slipped into a coma not long afterwards and died on March 26
Thomas J. Grasso,American double murderer,I did not get my Spaghetti-Os. I got spaghetti. I want the press to know this.,20 March 1995,prior to execution by lethal injection
Selena Quintanilla-Pérez,American singer,Yolanda...158.,31 March 1995,explaining her murderer's name and room number to the hotel staff shortly after being shot by Yolanda Saldívar
Sylvester Lewis Adams,American convicted murderer,I'm the happiest man in the world! I'm not afraid to die! I'm not crazy! I'm going to be reaching that white house tonight!,18 August 1995,prior to execution by lethal injection
Kingsley Amis,English novelist and poet,"Oh, come on.",22 October 1995,
Richard Versalle,American operatic tenor,You only live so long.,5 January 1996,performing in The Makropulos Case at the Metropolitan Opera before dying on stage
Jessica Dubroff,seven-year-old American pilot trainee,"Mom, do you hear the rain? Do you hear the rain? Mom, I just want to take off in the plane.",11 April 1996,before dying in an aircraft crash. Pilots at the airport later testified that the weather was unsuitable for flight
Rob Hall,New Zealand mountaineer,"I love you. Sleep well, my sweetheart. Please don't worry too much.",11 May 1996,speaking to his wife by satellite phone before dying on Mount Everest
Timothy Leary,American psychologist and writer,Why? Why not?,31 May 1996,
Ricardo López,Uruguayan-born American pest controller,This is for you!,12 September 1996,"before committing suicide with a gun after he mailed a bomb to Icelandic musician Björk, attempting to kill her"
"Tupac ""2Pac"" Shakur",American rapper,Fuck you.,13 September 1996,to the first responder police officer at the scene of his murder
Tiny Tim,"American musician, ukulele player and musical archivist","No, I'm not!",30 November 1996,"to his wife after she asked if he was alright, right before collapsing on stage during a performance of ""Tip-Toe Through the Tulips"""
Cara LoPiccolo,"American citizen and assistant manager of the Louisiana Pizza Kitchen in New Orleans, Louisiana",Please don't kill me.,1 December 1996,to her murderer Phillip Anthony
Allen Ginsberg,American poet and writer,Toodle-oo!,5 April 1997,
Kenneth Edward Gentry,American criminal,"Thank the Lord for the past 14 years that have allowed me to grow as a man. To J.D.'s family, I am sorry for the suffering you have gone through the past 14 years. I hope you can get some peace tonight. To my family, I am happy to be going home to Jesus. Sweet Jesus, here I come. Take me home. I am going your way.",16 April 1997,prior to execution by lethal injection
Brian Keith,American actor,"Forgive me, but I don't want to live anymore. The pain is too bad. There's no point in trying to prolong this agony.",24 June 1997,to his wife Victoria
James Stewart,American actor,I'm going to be with Gloria now.,2 July 1997,referring to his late wife
Diana,"former princess consort of Charles, Prince of Wales","My God, what's happened?",31 August 1997,shortly after being fatally injured in a car accident
John Denver,American singer-songwriter,Do you have it now?,12 October 1997,asking if he had transmitted a four-digit code properly prior to crash of his experimental Rutan Long-EZ aircraft
Isaiah Berlin,Russian-British philosopher,And where do you come from?,5 November 1997,to a nurse
Chris Farley,American actor and comedian,Please don't leave me.,18 December 1997,"to a prostitute, leaving his Chicago apartment"
Kyle Dinkheller,American sheriff's deputy,"Shoot, shoot, stop now!",12 January 1998,while being shot to death by Andrew Howard Brannan
Tom Lonergan,American scuba diver,[Mo]nday Jan 26; 1998 08am. To anyone can help us: We have been abandoned on A[gin]court Reef by MV Outer Edge 25 Jan 98 3pm. Please help us to rescue us before we die. Help!!!,26 January 1998,message written on dive slate. Lonergan and his wife Eileen disappeared in the Coral Sea off northeast Australia after being unintentionally abandoned by their dive boat
Karla Faye Tucker,American double murderer who converted to Christianity in prison,"Yes sir, I would like to say to all of you-the Thornton Family and Jerry Dean's family that I am so sorry. I hope God will give you peace with this. Baby, I love you. Ron, give Peggy a hug for me. Everybody has been so good to me. I love all of you very much. I am going to be face to face with Jesus now. Warden Baggett, thank all of you so much. You have been so good to me. I love all of you very much. I will see you all when you get there. I will wait for you.",3 February 1998,prior to execution by lethal injection
Cozy Powell,English drummer,Oh shit!,5 April 1998,to his girlfriend on the phone shortly before he was killed in a car crash
Wendy O. Williams,"American singer, songwriter and actress","The act of taking my own life is not something I am doing without a lot of thought. I don't believe that people should take their own lives without deep and thoughtful reflection over a considerable period of time. I do believe strongly, however, that the right to do so is one of the most fundamental rights that anyone in a free society should have. For me much of the world makes no sense, but my feelings about what I am doing ring loud and clear to an inner ear and a place where there is no self, only calm. Love always, Wendy.",6 April 1998,; one of her suicide notes
Daniel V. Jones,American citizen,"I'm a dead man, see ya.",30 April 1998,; on his last home video before committing suicide on live television
Frank Sinatra,American singer and actor,I'm losing it.,14 May 1998,
Francys Arsentiev,American mountaineer,I'm an American. Please don't leave me.,24 May 1998,to British climber Ian Woodall while dying during descent from Mount Everest
Phil Hartman,"Canadian-American actor, comedian, screenwriter, and graphic designer",I'm going out for the night. I'll be back—Phil. Love you.,28 May 1998,a note that he had left behind for his wife hours before his murder
Lowell Fulson,American blues guitarist and songwriter,Don't mess with my money.,7 March 1999,
Joe DiMaggio,American baseball player,I'll finally get to see Marilyn.,8 March 1999,
Owen Hart,Canadian-American professional wrestler,"Oooh, the Godfather, just saying his name makes my blue blood boil. OHHH! The Godfather, my arch nemesis, he represents everything that's wrong with the WWF. But fear not, because I, the Blue Blazer, will always triumph over evil doers, and you know why, because I always take my vitamins, say my prayers, and drink my milk, WHOOO!",23 May 1999,being interviewed on camera prior to fatal fall into ring at Over the Edge (1999)
Quentin Crisp,"English writer, racounteur and actor","You crawl out of your mother's womb, you crawl across open country under fire, and drop into your grave.",21 November 1999,
Bob Collins,American radio disc jockey,"Five zula [sic] alpha just had a midair. Both planes are going down in the, ah, one mile to the, ah, two miles to the west of the power plant.",8 February 2000,final radio transmission during 2000 Zion mid-air collision
Charles M. Schulz,American cartoonist,"Keep going, finish your book.",12 February 2000,to his son Monte
Terry Melvin Sims,American convicted murderer,I love my family. I love all my friends and my rabbi,23 February 2000,before his execution
Timothy Gribble,American serial killer,I just want you to know from the bottom of my heart that I am truly sorry. I mean it. I'm not saying it.,15 March 2000,before his execution
Candace Newmaker,American child murder victim,No.,18 April 2000,"when asked if she wanted to be ""reborn"" by her murderers"
Christina Marie Riggs,American murderer,"There is no way words can express how sorry I am for taking the lives of my babies. Now I can be with my babies, as I always intended. I love you my babies.",2 May 2000,prior to execution by lethal injection for killing her two young children
Feltus Taylor,American convicted murderer,"I want to tell you, Keith, and the Ponsano family that I always regretted what I've done. It was my own doing. After this is over with, I hope you can find the peace to move on.",6 June 2000,right before his execution
Hafez al-Assad,President of Syria,"Our destiny is to build a better future for our countries, a safe future for our children. We have to give them something better than we inherited.",10 June 2000,"to Émile Lahoud, the President of Lebanon"
"(""Pas le temps","non."") — Christian Marty","No time, no.",25 July 2000,"; pilot of Air France Flight 4590, shortly before crashing"
Dmitry Kolesnikov,Russian Navy officer,It seems that there are no chances. Maybe 10 or 20 percent.,12 August 2000,; final note written before dying aboard sunken submarine Kursk
George Bernard Harris,American armed robber and murderer,Somebody needs to kill my trial attorney.,13 September 2000,prior to execution by lethal injection
